product_id,name,price,gender,season,category,subcategory,price_normalized,category_encoded,subcategory_encoded,gender_encoded,season_encoded,price_tier
40036,Black line zip up,990.0,Men,Winter,Starnine,Sweatshirts,0.2446236559139785,8,12,0,2,2
40037,Grey puff printed zipup,990.0,Men,Winter,Starnine,Sweatshirts,0.2446236559139785,8,12,0,2,2
40038,Grey puff printed zipup,990.0,Men,Winter,Starnine,Sweatshirts,0.2446236559139785,8,12,0,2,2
40039,Aura handsprayed zipup,990.0,Men,Winter,Starnine,Sweatshirts,0.2446236559139785,8,12,0,2,2
40040,Aura handsprayed zipup,990.0,Men,Winter,Starnine,Sweatshirts,0.2446236559139785,8,12,0,2,2
40041,Chaotic stitched crewneck,890.0,Men,Winter,Starnine,Sweatshirts,0.21774193548387097,8,12,0,2,1
40042,Chaotic stitched crewneck,890.0,Men,Winter,Starnine,Sweatshirts,0.21774193548387097,8,12,0,2,1
40043,Dead performance stitched zipup,990.0,Men,Winter,Starnine,Sweatshirts,0.2446236559139785,8,12,0,2,2
40044,Dead performance stitched zipup,990.0,Men,Winter,Starnine,Sweatshirts,0.2446236559139785,8,12,0,2,2
40045,Excentred stitched zipup,990.0,Men,Winter,Starnine,Sweatshirts,0.2446236559139785,8,12,0,2,2
40046,Excentred stitched zipup,990.0,Men,Winter,Starnine,Sweatshirts,0.2446236559139785,8,12,0,2,2
40047,Black line sweatpants,900.0,Men,Winter,Starnine,Sweatpants,0.22043010752688172,8,11,0,2,1
40048,Black line sweatpants,900.0,Men,Winter,Starnine,Sweatpants,0.22043010752688172,8,11,0,2,1
40049,Baby blue puff printed zipup,990.0,Men,Winter,Starnine,Sweatshirts,0.2446236559139785,8,12,0,2,2
40050,Baby blue puff printed zipup,990.0,Men,Winter,Starnine,Sweatshirts,0.2446236559139785,8,12,0,2,2
40051,Black puff printed zipup,990.0,Men,Winter,Starnine,Sweatshirts,0.2446236559139785,8,12,0,2,2
40052,Black puff printed zipup,990.0,Men,Winter,Starnine,Sweatshirts,0.2446236559139785,8,12,0,2,2
40053,Black mohair knit polo,890.0,Men,Winter,Starnine,Knitwear,0.21774193548387097,8,5,0,2,1
40054,Black mohair knit polo,890.0,Men,Winter,Starnine,Knitwear,0.21774193548387097,8,5,0,2,1
40055,Beige mohair knit polo,890.0,Men,Winter,Starnine,Knitwear,0.21774193548387097,8,5,0,2,1
40056,Beige mohair knit polo,890.0,Men,Winter,Starnine,Knitwear,0.21774193548387097,8,5,0,2,1
40057,Brown Knitted quarter zipper,850.0,Unisex,Winter,Starnine,Knitwear,0.20698924731182797,8,5,1,2,1
40058,Brown Knitted quarter zipper,850.0,Unisex,Winter,Starnine,Knitwear,0.20698924731182797,8,5,1,2,1
40059,Black knitted quarter zipper,850.0,Unisex,Winter,Starnine,Knitwear,0.20698924731182797,8,5,1,2,1
40060,Black knitted quarter zipper,850.0,Unisex,Winter,Starnine,Knitwear,0.20698924731182797,8,5,1,2,1
40061,Embroidered Sweats,899.0,Unisex,All Season,Svg,T-Shirts,0.22016129032258064,9,13,1,0,1
40062,Embroidered Sweats,899.0,Unisex,All Season,Svg,T-Shirts,0.22016129032258064,9,13,1,0,1
40063,Embroidered Sweats,899.0,Unisex,All Season,Svg,T-Shirts,0.22016129032258064,9,13,1,0,1
40064,Embroidered Sweats,899.0,Unisex,All Season,Svg,T-Shirts,0.22016129032258064,9,13,1,0,1
40065,Zipped Embroidered Hoodie,1049.0,Men,Winter,Svg,Hoodies,0.26048387096774195,9,3,0,2,2
40066,Zipped Embroidered Hoodie,1049.0,Men,Winter,Svg,Hoodies,0.26048387096774195,9,3,0,2,2
40067,Zipped Embroidered Hoodie,1049.0,Men,Winter,Svg,Hoodies,0.26048387096774195,9,3,0,2,2
40068,Zipped Embroidered Hoodie,1049.0,Men,Winter,Svg,Hoodies,0.26048387096774195,9,3,0,2,2
40069,Baggy Washed Jeans,1149.0,Unisex,All Season,Svg,Denim,0.28736559139784945,9,1,1,0,2
40070,Baggy Washed Jeans,1149.0,Unisex,All Season,Svg,Denim,0.28736559139784945,9,1,1,0,2
40071,Baggy Washed Jeans,1149.0,Unisex,All Season,Svg,Denim,0.28736559139784945,9,1,1,0,2
40072,Baggy Washed Jeans,1149.0,Unisex,All Season,Svg,Denim,0.28736559139784945,9,1,1,0,2
40073,Embroidered Sweatshirt,899.0,Men,Winter,Svg,Sweatshirts,0.22016129032258064,9,12,0,2,1
40074,Embroidered Hoodie,949.0,Men,Winter,Svg,Hoodies,0.23360215053763442,9,3,0,2,2
40075,Embroidered Hoodie,949.0,Men,Winter,Svg,Hoodies,0.23360215053763442,9,3,0,2,2
40076,Embroidered Hoodie,949.0,Men,Winter,Svg,Hoodies,0.23360215053763442,9,3,0,2,2
40077,Long sleeve Tank,449.0,Unisex,Summer,Svg,Tops,0.09919354838709678,9,14,1,1,1
40078,Long sleeve Tank,449.0,Unisex,Summer,Svg,Tops,0.09919354838709678,9,14,1,1,1
40079,Carpenter Jacket,1199.0,Men,Winter,Svg,Jackets,0.3008064516129032,9,4,0,2,2
40080,Carpenter Jacket,1199.0,Men,Winter,Svg,Jackets,0.3008064516129032,9,4,0,2,2
40081,Carpenter Jacket,1199.0,Men,Winter,Svg,Jackets,0.3008064516129032,9,4,0,2,2
40082,Relaxed Chino Pants,1149.0,Unisex,All Season,Svg,Pants,0.28736559139784945,9,6,1,0,2
40083,Relaxed Chino Pants,1149.0,Unisex,All Season,Svg,Pants,0.28736559139784945,9,6,1,0,2
40084,Relaxed Chino Pants,1149.0,Unisex,All Season,Svg,Pants,0.28736559139784945,9,6,1,0,2
40085,Embroidered Sweatshirt,899.0,Men,Winter,Svg,Sweatshirts,0.22016129032258064,9,12,0,2,1
40086,Embroidered Sweatshirt,899.0,Men,Winter,Svg,Sweatshirts,0.22016129032258064,9,12,0,2,1
40087,Baggy Raw Jeans,999.0,Unisex,All Season,Svg,Denim,0.24704301075268817,9,1,1,0,2
40088,Baggy Raw Jeans,999.0,Unisex,All Season,Svg,Denim,0.24704301075268817,9,1,1,0,2
40089,Relaxed Washed Jeans,1149.0,Unisex,All Season,Svg,Denim,0.28736559139784945,9,1,1,0,2
40090,Relaxed Washed Jeans,1149.0,Unisex,All Season,Svg,Denim,0.28736559139784945,9,1,1,0,2
40091,Relaxed Washed Jeans,1149.0,Unisex,All Season,Svg,Denim,0.28736559139784945,9,1,1,0,2
40092,Relaxed Washed Jeans,1149.0,Unisex,All Season,Svg,Denim,0.28736559139784945,9,1,1,0,2
40093,Embroidered Hoodie,949.0,Men,Winter,Svg,Hoodies,0.23360215053763442,9,3,0,2,2
40094,Embroidered Hoodie,949.0,Men,Winter,Svg,Hoodies,0.23360215053763442,9,3,0,2,2
40095,Gem Tee,899.0,Men,Summer,Svg,T-Shirts,0.22016129032258064,9,13,0,1,1
40096,Plain Tee,899.0,Men,Summer,Svg,T-Shirts,0.22016129032258064,9,13,0,1,1
40097,Carpenter Jacket,1199.0,Men,Winter,Svg,Jackets,0.3008064516129032,9,4,0,2,2
40098,Relaxed Chino Pants,1149.0,Unisex,All Season,Svg,Pants,0.28736559139784945,9,6,1,0,2
40099,Baggy Raw Jeans,999.0,Unisex,All Season,Svg,Denim,0.24704301075268817,9,1,1,0,2
40100,Relaxed Washed Jeans,1149.0,Unisex,All Season,Svg,Denim,0.28736559139784945,9,1,1,0,2
40101,Embroidered Sweatshirt,899.0,Men,Winter,Svg,Sweatshirts,0.22016129032258064,9,12,0,2,1
40102,Embroidered Hoodie,949.0,Men,Winter,Svg,Hoodies,0.23360215053763442,9,3,0,2,2
40103,Stamped Shorts,399.0,Unisex,Summer,Svg,Shorts,0.08575268817204301,9,9,1,1,0
40104,Handwritten Pants,1299.0,Unisex,All Season,Svg,Pants,0.32768817204301076,9,6,1,0,2
40105,Secret-zipper Pants,1599.0,Unisex,All Season,Svg,Pants,0.4083333333333333,9,6,1,0,2
40106,Desert Zircon Tee,399.0,Men,Summer,Svg,T-Shirts,0.08575268817204301,9,13,0,1,0
40107,Cloudy Shirt,499.0,Unisex,All Season,Svg,T-Shirts,0.11263440860215054,9,13,1,0,1
40108,Bombast Tee,399.0,Men,Summer,Svg,T-Shirts,0.08575268817204301,9,13,0,1,0
40109,Bombast Tee,399.0,Men,Summer,Svg,T-Shirts,0.08575268817204301,9,13,0,1,0
40110,Brown Long Sleeve Round Top,270.0,Women,All Season,Seemly,Tops,0.051075268817204304,7,14,2,0,0
40111,Dark Green Long Sleeve Round Top,270.0,Women,All Season,Seemly,Tops,0.051075268817204304,7,14,2,0,0
40112,Burgundy Long Sleeve Round Top,270.0,Women,All Season,Seemly,Tops,0.051075268817204304,7,14,2,0,0
40113,Navy Blue Long Sleeve Round Top,270.0,Women,All Season,Seemly,Tops,0.051075268817204304,7,14,2,0,0
40114,Olive Green Long Sleeve Round Top,270.0,Women,All Season,Seemly,Tops,0.051075268817204304,7,14,2,0,0
40115,Beige Long Sleeve Round Top,270.0,Women,All Season,Seemly,Tops,0.051075268817204304,7,14,2,0,0
40116,Light Grey Long Sleeve Round Top,270.0,Women,All Season,Seemly,Tops,0.051075268817204304,7,14,2,0,0
40117,Dark Grey Long Sleeve Round Top,270.0,Women,All Season,Seemly,Tops,0.051075268817204304,7,14,2,0,0
40118,Pink Long Sleeve Round Top,270.0,Women,All Season,Seemly,Tops,0.051075268817204304,7,14,2,0,0
40119,White Long Sleeve Round Top,270.0,Women,All Season,Seemly,Tops,0.051075268817204304,7,14,2,0,0
40120,Black Long Sleeve Round Top,270.0,Women,All Season,Seemly,Tops,0.051075268817204304,7,14,2,0,0
40121,Olive Sweatshirt,700.0,Men,Winter,Seemly,Sweatshirts,0.16666666666666666,7,12,0,2,1
40122,Beige Sweatshirt,700.0,Men,Winter,Seemly,Sweatshirts,0.16666666666666666,7,12,0,2,1
40123,Burgundy Sweatshirt,700.0,Men,Winter,Seemly,Sweatshirts,0.16666666666666666,7,12,0,2,1
40124,Brown Sweatshirt,700.0,Men,Winter,Seemly,Sweatshirts,0.16666666666666666,7,12,0,2,1
40125,Navy Blue Sweatshirt,700.0,Men,Winter,Seemly,Sweatshirts,0.16666666666666666,7,12,0,2,1
40126,Light Grey Sweatshirt,700.0,Men,Winter,Seemly,Sweatshirts,0.16666666666666666,7,12,0,2,1
40127,Dark Grey Sweatshirt,700.0,Men,Winter,Seemly,Sweatshirts,0.16666666666666666,7,12,0,2,1
40128,Pink Sweatshirt,700.0,Men,Winter,Seemly,Sweatshirts,0.16666666666666666,7,12,0,2,1
40129,White Sweatshirt,700.0,Men,Winter,Seemly,Sweatshirts,0.16666666666666666,7,12,0,2,1
40130,BLACK CREW NECK,550.0,Men,Winter,KNTD,Sweatshirts,0.12634408602150538,5,12,0,2,1
40131,Brown Q-zip,600.0,Men,Winter,Seemly,Sweatshirts,0.13978494623655913,7,12,0,2,1
40132,Olive Q-zip,600.0,Men,Winter,Seemly,Sweatshirts,0.13978494623655913,7,12,0,2,1
40133,Burgundy Q-zip,600.0,Men,Winter,Seemly,Sweatshirts,0.13978494623655913,7,12,0,2,1
40134,Navy Q-zip,600.0,Men,Winter,Seemly,Sweatshirts,0.13978494623655913,7,12,0,2,1
40135,Beige Q-zip,600.0,Men,Winter,Seemly,Sweatshirts,0.13978494623655913,7,12,0,2,1
40136,Dark Grey Q-zip,600.0,Men,Winter,Seemly,Sweatshirts,0.13978494623655913,7,12,0,2,1
40137,Pink Q-zip,600.0,Men,Winter,Seemly,Sweatshirts,0.13978494623655913,7,12,0,2,1
40138,White Q-zip,600.0,Men,Winter,Seemly,Sweatshirts,0.13978494623655913,7,12,0,2,1
40139,Black Q-zip,600.0,Men,Winter,Seemly,Sweatshirts,0.13978494623655913,7,12,0,2,1
40140,Beige Baby Hoodie,520.0,Women,Winter,Seemly,Hoodies,0.11827956989247312,7,3,2,2,1
40141,Brown Baby Hoodie,520.0,Women,Winter,Seemly,Hoodies,0.11827956989247312,7,3,2,2,1
40142,Navy Blue Baby Hoodie,520.0,Women,Winter,Seemly,Hoodies,0.11827956989247312,7,3,2,2,1
40143,Light Grey Baby Hoodie,520.0,Women,Winter,Seemly,Hoodies,0.11827956989247312,7,3,2,2,1
40144,Dark Grey Baby Hoodie,520.0,Women,Winter,Seemly,Hoodies,0.11827956989247312,7,3,2,2,1
40145,Pink Baby Hoodie,520.0,Women,Winter,Seemly,Hoodies,0.11827956989247312,7,3,2,2,1
40146,White Baby Hoodie,520.0,Women,Winter,Seemly,Hoodies,0.11827956989247312,7,3,2,2,1
40147,Black Baby Hoodie,520.0,Women,Winter,Seemly,Hoodies,0.11827956989247312,7,3,2,2,1
40148,Beige Baby Zip Up,580.0,Women,Winter,Seemly,Sweatshirts,0.13440860215053763,7,12,2,2,1
40149,Brown Baby Zip Up,580.0,Women,Winter,Seemly,Sweatshirts,0.13440860215053763,7,12,2,2,1
40150,Navy Blue Baby Zip Up,580.0,Women,Winter,Seemly,Sweatshirts,0.13440860215053763,7,12,2,2,1
40151,Light Grey Baby Zip Up,580.0,Women,Winter,Seemly,Sweatshirts,0.13440860215053763,7,12,2,2,1
40152,Dark Grey Baby Zip Up,580.0,Women,Winter,Seemly,Sweatshirts,0.13440860215053763,7,12,2,2,1
40153,Pink Baby Zip Up,580.0,Women,Winter,Seemly,Sweatshirts,0.13440860215053763,7,12,2,2,1
40154,White Baby Zip Up,580.0,Women,Winter,Seemly,Sweatshirts,0.13440860215053763,7,12,2,2,1
40155,Black Baby Zip Up,580.0,Women,Winter,Seemly,Sweatshirts,0.13440860215053763,7,12,2,2,1
40156,Yellow Off Shoulder,570.0,Women,Summer,Seemly,Tops,0.13172043010752688,7,14,2,1,1
40157,Burgundy Off Shoulder,570.0,Women,Summer,Seemly,Tops,0.13172043010752688,7,14,2,1,1
40158,Brown Off Shoulder,570.0,Women,Summer,Seemly,Tops,0.13172043010752688,7,14,2,1,1
40159,Navy Blue Off Shoulder,570.0,Women,Summer,Seemly,Tops,0.13172043010752688,7,14,2,1,1
40160,Light Grey Off Shoulder,570.0,Women,Summer,Seemly,Tops,0.13172043010752688,7,14,2,1,1
40161,Dark Grey Off Shoulder,570.0,Women,Summer,Seemly,Tops,0.13172043010752688,7,14,2,1,1
40162,Pink Off Shoulder,570.0,Women,Summer,Seemly,Tops,0.13172043010752688,7,14,2,1,1
40163,White Off Shoulder,570.0,Women,Summer,Seemly,Tops,0.13172043010752688,7,14,2,1,1
40164,Black Off Shoulder,570.0,Women,Summer,Seemly,Tops,0.13172043010752688,7,14,2,1,1
40165,Light Olive Basic Hoodie,520.0,Men,Winter,Seemly,Hoodies,0.11827956989247312,7,3,0,2,1
40166,Burgundy Basic Hoodie,520.0,Men,Winter,Seemly,Hoodies,0.11827956989247312,7,3,0,2,1
40167,Yellow Basic Hoodie,520.0,Men,Winter,Seemly,Hoodies,0.11827956989247312,7,3,0,2,1
40168,Brown Basic Hoodie,520.0,Men,Winter,Seemly,Hoodies,0.11827956989247312,7,3,0,2,1
40169,Navy Basic Hoodie,520.0,Men,Winter,Seemly,Hoodies,0.11827956989247312,7,3,0,2,1
40170,Green Basic Hoodie,520.0,Men,Winter,Seemly,Hoodies,0.11827956989247312,7,3,0,2,1
40171,Beige Basic Hoodie,520.0,Men,Winter,Seemly,Hoodies,0.11827956989247312,7,3,0,2,1
40172,Light Grey Basic Hoodie,520.0,Men,Winter,Seemly,Hoodies,0.11827956989247312,7,3,0,2,1
40173,Dark Grey Basic Hoodie,520.0,Men,Winter,Seemly,Hoodies,0.11827956989247312,7,3,0,2,1
40174,White Basic Hoodie,520.0,Men,Winter,Seemly,Hoodies,0.11827956989247312,7,3,0,2,1
40175,Teal Blue Basic Hoodie,520.0,Men,Winter,Seemly,Hoodies,0.11827956989247312,7,3,0,2,1
40176,Pink Basic Hoodie,520.0,Men,Winter,Seemly,Hoodies,0.11827956989247312,7,3,0,2,1
40177,Charcoal Grey Basic Hoodie,520.0,Men,Winter,Seemly,Hoodies,0.11827956989247312,7,3,0,2,1
40178,BLACK HOODIE,600.0,Men,Winter,KNTD,Hoodies,0.13978494623655913,5,3,0,2,1
40179,Baby Blue Basic Hoodie,520.0,Men,Winter,Seemly,Hoodies,0.11827956989247312,7,3,0,2,1
40180,Winter Olive Sweatpants,700.0,Men,Winter,Seemly,Sweatpants,0.16666666666666666,7,11,0,2,1
40181,Winter Yellow Sweatpants,700.0,Men,Winter,Seemly,Sweatpants,0.16666666666666666,7,11,0,2,1
40182,Winter Brown Sweatpants,700.0,Men,Winter,Seemly,Sweatpants,0.16666666666666666,7,11,0,2,1
40183,Brown Long Sleeve Square Top,290.0,Women,Summer,Seemly,Tops,0.056451612903225805,7,14,2,1,0
40184,Dark Green Long Sleeve Square Top,290.0,Women,Summer,Seemly,Tops,0.056451612903225805,7,14,2,1,0
40185,Burgundy Long Sleeve Square Top,290.0,Women,Summer,Seemly,Tops,0.056451612903225805,7,14,2,1,0
40186,Navy Blue Long Sleeve Square Top,290.0,Women,Summer,Seemly,Tops,0.056451612903225805,7,14,2,1,0
40187,Olive Long Sleeve Square Top,290.0,Women,Summer,Seemly,Tops,0.056451612903225805,7,14,2,1,0
40188,Beige Long Sleeve Square Top,290.0,Women,Summer,Seemly,Tops,0.056451612903225805,7,14,2,1,0
40189,Dark Grey Long Sleeve Square Top,290.0,Women,Summer,Seemly,Tops,0.056451612903225805,7,14,2,1,0
40190,Pink Long Sleeve Square Top,290.0,Women,Summer,Seemly,Tops,0.056451612903225805,7,14,2,1,0
40191,Winter Navy Blue Sweatpants,700.0,Men,Winter,Seemly,Sweatpants,0.16666666666666666,7,11,0,2,1
40192,Winter Dark Green Sweatpants,700.0,Men,Winter,Seemly,Sweatpants,0.16666666666666666,7,11,0,2,1
40193,Winter Beige Sweatpants,700.0,Men,Winter,Seemly,Sweatpants,0.16666666666666666,7,11,0,2,1
40194,Winter Light Grey Sweatpants,700.0,Men,Winter,Seemly,Sweatpants,0.16666666666666666,7,11,0,2,1
40195,Winter Dark Grey Sweatpants,700.0,Men,Winter,Seemly,Sweatpants,0.16666666666666666,7,11,0,2,1
40196,Light Grey Long Sleeve Square Top,290.0,Women,Summer,Seemly,Tops,0.056451612903225805,7,14,2,1,0
40197,White Long Sleeve Square Top,290.0,Women,Summer,Seemly,Tops,0.056451612903225805,7,14,2,1,0
40198,Black Long Sleeve Square Top,290.0,Women,Summer,Seemly,Tops,0.056451612903225805,7,14,2,1,0
40199,Winter Teal Blue Sweatpants,700.0,Men,Winter,Seemly,Sweatpants,0.16666666666666666,7,11,0,2,1
40200,Winter Pink Sweatpants,700.0,Men,Winter,Seemly,Sweatpants,0.16666666666666666,7,11,0,2,1
40201,Winter Off White Sweatpants,700.0,Men,Winter,Seemly,Sweatpants,0.16666666666666666,7,11,0,2,1
40202,Winter Charcoal Grey Sweatpants,700.0,Men,Winter,Seemly,Sweatpants,0.16666666666666666,7,11,0,2,1
40203,Interlock summer pants- Black,665.0,Unisex,Summer,KNTD,Pants,0.15725806451612903,5,6,1,1,1
40204,Winter Baby Blue Sweatpants,700.0,Men,Winter,Seemly,Sweatpants,0.16666666666666666,7,11,0,2,1
40205,Women Light Grey Striped Tailor Pants,600.0,Women,All Season,Seemly,Pants,0.13978494623655913,7,6,2,0,1
40206,Women Dark Grey Striped Tailor Pants,600.0,Women,All Season,Seemly,Pants,0.13978494623655913,7,6,2,0,1
40207,Women Light Grey Tailor Pants,600.0,Women,All Season,Seemly,Pants,0.13978494623655913,7,6,2,0,1
40208,Women Black Tailor Pants,600.0,Women,All Season,Seemly,Pants,0.13978494623655913,7,6,2,0,1
40209,Men Light Grey Striped Tailor Pants,600.0,Unisex,All Season,Seemly,Pants,0.13978494623655913,7,6,1,0,1
40210,Men Dark Grey Striped Tailor Pants,600.0,Unisex,All Season,Seemly,Pants,0.13978494623655913,7,6,1,0,1
40211,Men Light Grey Tailor Pants,600.0,Unisex,All Season,Seemly,Pants,0.13978494623655913,7,6,1,0,1
40212,Men Black Tailor Pants,600.0,Unisex,All Season,Seemly,Pants,0.13978494623655913,7,6,1,0,1
40213,Grey Yoga Pants,300.0,Unisex,All Season,Seemly,Pants,0.05913978494623656,7,6,1,0,0
40214,Black Yoga Pants,300.0,Unisex,All Season,Seemly,Pants,0.05913978494623656,7,6,1,0,0
40215,Navy Blue Basic T-Shirt,220.0,Men,Summer,Seemly,T-Shirts,0.03763440860215054,7,13,0,1,0
40216,Pink Basic T-Shirt,220.0,Men,Summer,Seemly,T-Shirts,0.03763440860215054,7,13,0,1,0
40217,Dark Grey Basic T-Shirt,220.0,Men,Summer,Seemly,T-Shirts,0.03763440860215054,7,13,0,1,0
40218,Off-White Basic T-Shirt,220.0,Men,Summer,Seemly,T-Shirts,0.03763440860215054,7,13,0,1,0
40219,Everyday Textured T-shirt - Black,500.0,Men,Summer,KNTD,T-Shirts,0.11290322580645161,5,13,0,1,1
40220,Olive Green Basic T-Shirt,220.0,Men,Summer,Seemly,T-Shirts,0.03763440860215054,7,13,0,1,0
40221,Light Grey Spaghetti Top,99.0,Women,Summer,Seemly,Tops,0.00510752688172043,7,14,2,1,0
40222,White Spaghetti Top,99.0,Women,Summer,Seemly,Tops,0.00510752688172043,7,14,2,1,0
40223,Black Spaghetti Top,99.0,Women,Summer,Seemly,Tops,0.00510752688172043,7,14,2,1,0
40224,Royal Blue Cut Top,220.0,Women,Summer,Seemly,Tops,0.03763440860215054,7,14,2,1,0
40225,Light Grey Cut Top,220.0,Women,Summer,Seemly,Tops,0.03763440860215054,7,14,2,1,0
40226,Olive Green Cut Top,220.0,Women,Summer,Seemly,Tops,0.03763440860215054,7,14,2,1,0
40227,Navy Blue Cut Top,220.0,Women,Summer,Seemly,Tops,0.03763440860215054,7,14,2,1,0
40228,Pink Cut Top,220.0,Women,Summer,Seemly,Tops,0.03763440860215054,7,14,2,1,0
40229,Burgundy Cut Top,220.0,Women,Summer,Seemly,Tops,0.03763440860215054,7,14,2,1,0
40230,Off-White Cut Top,220.0,Women,Summer,Seemly,Tops,0.03763440860215054,7,14,2,1,0
40231,Black Cut Top,220.0,Women,Summer,Seemly,Tops,0.03763440860215054,7,14,2,1,0
40232,Royal Blue Square Top,220.0,Women,Summer,Seemly,Tops,0.03763440860215054,7,14,2,1,0
40233,Light Grey Square Top,220.0,Women,Summer,Seemly,Tops,0.03763440860215054,7,14,2,1,0
40234,Olive Green Square Top,220.0,Women,Summer,Seemly,Tops,0.03763440860215054,7,14,2,1,0
40235,Navy Blue Square Top,220.0,Women,Summer,Seemly,Tops,0.03763440860215054,7,14,2,1,0
40236,Burgundy Square Top,220.0,Women,Summer,Seemly,Tops,0.03763440860215054,7,14,2,1,0
40237,Off-White Square Top,220.0,Women,Summer,Seemly,Tops,0.03763440860215054,7,14,2,1,0
40238,Black Square Top,220.0,Women,Summer,Seemly,Tops,0.03763440860215054,7,14,2,1,0
40239,Washed Grey Round Neck Top,210.0,Women,Summer,Seemly,Tops,0.03494623655913978,7,14,2,1,0
40240,Yellow Round Neck Top,210.0,Women,Summer,Seemly,Tops,0.03494623655913978,7,14,2,1,0
40241,Off-White Round Neck Top,210.0,Women,Summer,Seemly,Tops,0.03494623655913978,7,14,2,1,0
40242,Olive Green Round Neck Top,210.0,Women,Summer,Seemly,Tops,0.03494623655913978,7,14,2,1,0
40243,Black Round Neck Top,210.0,Women,Summer,Seemly,Tops,0.03494623655913978,7,14,2,1,0
40244,Pink Round Neck Top,210.0,Women,Summer,Seemly,Tops,0.03494623655913978,7,14,2,1,0
40245,Light Grey Round Neck Top,210.0,Women,Summer,Seemly,Tops,0.03494623655913978,7,14,2,1,0
40246,Dark Grey Round Neck Top,210.0,Women,Summer,Seemly,Tops,0.03494623655913978,7,14,2,1,0
40247,Royal Blue Round Neck Top,210.0,Women,Summer,Seemly,Tops,0.03494623655913978,7,14,2,1,0
40248,Burgundy Round Neck Top,210.0,Women,Summer,Seemly,Tops,0.03494623655913978,7,14,2,1,0
40249,Navy Blue Round Neck Top,210.0,Women,Summer,Seemly,Tops,0.03494623655913978,7,14,2,1,0
40250,Pink Square Top,220.0,Women,Summer,Seemly,Tops,0.03763440860215054,7,14,2,1,0
40251,Dark Grey Spaghetti Top,99.0,Women,Summer,Seemly,Tops,0.00510752688172043,7,14,2,1,0
40252,Pink Spaghetti Top,99.0,Women,Summer,Seemly,Tops,0.00510752688172043,7,14,2,1,0
40253,Royal Blue Basic T-Shirt,220.0,Men,Summer,Seemly,T-Shirts,0.03763440860215054,7,13,0,1,0
40254,Washed Grey Basic T-Shirt,220.0,Men,Summer,Seemly,T-Shirts,0.03763440860215054,7,13,0,1,0
40255,"Black ""Wahet Cleopatra""",600.0,Unisex,All Season,Antikka,T-Shirts,0.13978494623655913,0,13,1,0,1
40256,Black Reg3na 3eyal Hoodie,790.0,Men,Winter,Antikka,Hoodies,0.19086021505376344,0,3,0,2,1
40257,Grey Oversized T,750.0,Men,All Season,Antikka,T-Shirts,0.18010752688172044,0,13,0,0,1
40258,Black Queen of Hearts Tee,750.0,Men,Summer,Antikka,T-Shirts,0.18010752688172044,0,13,0,1,1
